Track Name;Album Name;Artist Name(s);Release Date;Duration (ms);Popularity;Explicit;Added By;Added At;Genres;Record Label;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;genres_clean;text_combined
hooligan;ARIRANG;bts;20/03/2026;182046.0;94.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.666;0.494;-5.265;0.101;0.144;0.0;0.13;0.442;135.147;pop;pop bts
aliens;ARIRANG;bts;20/03/2026;167751.0;93.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.707;0.739;-3.075;0.0575;0.0984;0.0;0.843;0.503;98.015;pop;pop bts
fya;ARIRANG;bts;20/03/2026;180543.0;94.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.705;0.817;-4.908;0.212;0.00127;0.0;0.11;0.457;128.955;pop;pop bts
;ARIRANG;bts;20/03/2026;169929.0;93.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.929;0.542;-4.395;0.0522;0.018;6.92e-06;0.175;0.27;130.026;pop;pop bts
;ARIRANG;bts;20/03/2026;98453.0;91.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;pop;pop bts
merry round;ARIRANG;bts;20/03/2026;229855.0;92.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.601;0.634;-6.461;0.0431;0.34;2.68e-05;0.106;0.258;84.015;pop;pop bts
normal;ARIRANG;bts;20/03/2026;181649.0;94.0;TRUE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.464;0.774;-4.225;0.081;0.206;0.0;0.193;0.651;73.071;pop;pop bts
like animals;ARIRANG;bts;20/03/2026;189746.0;93.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.454;0.851;-3.429;0.0459;0.0596;0.0;0.11;0.328;78.944;pop;pop bts
they don know bout;ARIRANG;bts;20/03/2026;164241.0;93.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.744;0.653;-4.525;0.0727;0.28;0.0;0.0986;0.635;137.978;pop;pop bts
one more night;ARIRANG;bts;20/03/2026;167589.0;92.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.655;0.802;-5.649;0.0742;0.202;0.0;0.0961;0.641;116.964;pop;pop bts
please;ARIRANG;bts;20/03/2026;172796.0;91.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.644;0.644;-5.944;0.0349;0.0686;0.0;0.165;0.39;84.974;pop;pop bts
into the sun;ARIRANG;bts;20/03/2026;227660.0;91.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:30Z;pop;BIGHIT MUSIC;0.702;0.587;-4.453;0.0402;0.101;0.0;0.119;0.338;99.05;pop;pop bts
live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;331414.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.302;0.964;-5.005;0.213;0.0766;0.00159;0.739;0.202;105.929;pop;pop bts
burning fire live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;212565.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.546;0.918;-5.342;0.0785;0.0113;1.5e-05;0.955;0.31;98.949;pop;pop bts
dope live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;261795.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.462;0.964;-4.502;0.177;0.00132;0.0225;0.959;0.408;154.011;pop;pop bts
dna live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;228727.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.509;0.924;-5.545;0.0726;0.00881;0.000646;0.349;0.532;129.958;pop;pop bts
blue grey live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;271141.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.464;0.55;-10.435;0.0372;0.699;0.000305;0.416;0.254;121.919;pop;pop bts
black swan live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;203691.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.58;0.845;-6.075;0.0953;0.338;0.0;0.648;0.312;147.041;pop;pop bts
blood sweat tears live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;46410.0;62.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.47;0.883;-7.218;0.245;0.0286;0.00425;0.39;0.564;92.965;pop;pop bts
fake love live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;253446.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.485;0.836;-6.302;0.0485;0.0309;0.0;0.831;0.306;154.943;pop;pop bts
life goes live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;221619.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.476;0.715;-7.049;0.0324;0.0713;0.00129;0.47;0.21;81.027;pop;pop bts
boy with luv feat halsey live;PERMISSION TO DANCE ON STAGE - LIVE;bts;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; bts
dynamite live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;196951.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.613;0.916;-4.832;0.131;0.135;5.35e-05;0.389;0.533;114.0;pop;pop bts
butter live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;196552.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.629;0.872;-4.292;0.0617;0.0105;6.08e-06;0.914;0.61;109.951;pop;pop bts
telepathy live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;266690.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.64;0.865;-5.1;0.0665;0.0389;0.0;0.295;0.558;105.028;pop;pop bts
outro wings live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;226093.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.611;0.986;-2.773;0.227;0.116;0.0;0.933;0.291;124.994;pop;pop bts
stay live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;136045.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.409;0.819;-6.109;0.181;0.513;0.0;0.451;0.419;127.823;pop;pop bts
what live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;174327.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.577;0.914;-5.429;0.117;0.0272;2.98e-06;0.36;0.236;127.907;pop;pop bts
idol live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;262062.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.559;0.983;-5.286;0.185;0.0453;0.0;0.925;0.13;125.935;pop;pop bts
airplane live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;115956.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.643;0.859;-6.383;0.0478;0.21;3.91e-06;0.869;0.629;139.983;pop;pop bts
silver spoon live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;93273.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.52;0.906;-4.623;0.246;0.0242;0.0;0.748;0.428;166.957;pop;pop bts
dis ease live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;236479.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.459;0.958;-4.398;0.386;0.129;0.0;0.941;0.439;202.097;pop;pop bts
spring day live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;296931.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.493;0.789;-6.548;0.035;0.195;0.00508;0.967;0.319;107.03;pop;pop bts
permission dance live;PERMISSION TO DANCE ON STAGE - LIVE;bts;18/07/2025;279286.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:34Z;pop;BIGHIT MUSIC;0.589;0.906;-5.721;0.0642;0.0967;3.29e-06;0.951;0.404;125.007;pop;pop bts
angel feat muni long jvke nle choppa anniversary edition;Angel Anniversary Edition (feat. Muni Long, JVKE, NLE Choppa);jimin;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jimin
angel feat kodak black nle choppa jimin bts jvke muni long;Angel Anniversary Edition (feat. Muni Long, JVKE, NLE Choppa);kodak black;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; kodak black
angel feat jimin bts jvke feat charlie puth muni long;Angel Anniversary Edition (feat. Muni Long, JVKE, NLE Choppa);jvke;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jvke
angel;Angel Pt. 2 (Acoustic Version);jvke;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jvke
angel sped;Angel Pt. 2 (Acoustic Version);jimin;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jimin
angel acoustic version;Angel Pt. 2 (Acoustic Version);jimin;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jimin
angel feat jimin bts charlie puth and muni long;Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth & Muni Long) (Sped Up) [FAST X Soundtrack];jvke;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jvke
angel feat jimin bts charlie puth muni long sped;Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth & Muni Long) (Sped Up) [FAST X Soundtrack];jimin;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jimin
angel feat jimin bts charlie puth and muni long fast soundtrack;Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack);jvke;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jvke
take two;Take Two;bts;09/06/2023;229953.0;74.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:10:53Z;pop;BIGHIT MUSIC;0.617;0.589;-5.978;0.0345;0.0268;0.0;0.378;0.566;92.991;pop;pop bts
angel feat jimin bts jvke muni long;Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) (FAST X Soundtrack);kodak black;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; kodak black
angel feat jimin bts jvke muni long trailer version;Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) (FAST X Soundtrack);jimin;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jimin
the planet;The Planet;bts;12/05/2023;178156.0;67.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:06Z;pop;BIGHIT MUSIC;0.665;0.848;-3.619;0.0708;0.000482;0.0;0.2;0.687;119.986;pop;pop bts
dreamers music from the fifa world cup qatar 2022 official soundtrack;Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack];jung kook;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; jung kook
yet come hyundai ver;Yet To Come (Hyundai Ver.);bts;23/09/2022;223535.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:12Z;pop;BIGHIT MUSIC;0.508;0.842;-3.992;0.0612;0.078;0.0;0.0858;0.44;86.041;pop;pop bts
bad decisions with bts snoop dogg;Bad Decisions (with BTS & Snoop Dogg);benny blanco;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; benny blanco
bad decisions with bts snoop dogg acoustic;Bad Decisions (with BTS & Snoop Dogg) [Acoustic];benny blanco;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; benny blanco
bad decisions with bts snoop dogg instrumental;Bad Decisions (with BTS & Snoop Dogg) [Instrumental];benny blanco;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; benny blanco
left and right feat jung kook bts;Left and Right (Feat. Jung Kook of BTS);charlie puth;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; charlie puth
left and right feat jung kook bts instrumental;Left and Right (feat. Jung Kook of BTS) [Instrumental];charlie puth;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; charlie puth
born singer;Proof;bts;10/06/2022;238628.0;66.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.602;0.841;-3.334;0.109;0.0354;0.0;0.235;0.684;157.937;pop;pop bts
more dream;Proof;bts;10/06/2022;222066.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.438;0.864;-5.185;0.47;0.0118;1.66e-06;0.431;0.594;167.898;pop;pop bts
;Proof;bts;10/06/2022;209751.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.597;0.909;-4.5;0.16;0.0443;0.0;0.374;0.564;146.87;pop;pop bts
boy luv;Proof;bts;10/06/2022;231384.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.492;0.931;-3.837;0.297;0.00244;0.0;0.353;0.444;166.071;pop;pop bts
danger;Proof;bts;10/06/2022;245810.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.734;0.848;-4.433;0.102;0.000913;0.000247;0.256;0.37;112.021;pop;pop bts
need;Proof;bts;10/06/2022;210986.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.482;0.858;-4.169;0.069;0.0218;0.0;0.244;0.737;158.075;pop;pop bts
run;Proof;bts;10/06/2022;236748.0;59.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.558;0.856;-3.815;0.0531;0.00153;0.0;0.0979;0.53;132.89;pop;pop bts
burning fire;Proof;bts;10/06/2022;203957.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.63;0.668;-4.266;0.0714;0.00287;0.0;0.125;0.529;99.949;pop;pop bts
blood sweat tears;Proof;bts;10/06/2022;217051.0;62.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.574;0.882;-4.08;0.121;0.0245;0.0;0.354;0.612;92.994;pop;pop bts
spring day;Proof;bts;10/06/2022;274703.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.538;0.831;-3.735;0.0353;0.00708;1.96e-06;0.109;0.461;106.993;pop;pop bts
dna;Proof;bts;10/06/2022;223441.0;63.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.595;0.754;-4.527;0.0554;0.0245;0.0;0.0726;0.672;129.951;pop;pop bts
fake love;Proof;bts;10/06/2022;242333.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.522;0.714;-4.727;0.0461;0.00257;0.0;0.304;0.357;154.904;pop;pop bts
idol;Proof;bts;10/06/2022;222732.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.733;0.855;-3.211;0.118;0.00481;0.0;0.123;0.42;126.035;pop;pop bts
boy with luv feat halsey;Proof;bts;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; bts
;Proof;bts;10/06/2022;246817.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.577;0.811;-5.146;0.117;0.111;0.0;0.346;0.456;105.966;pop;pop bts
dynamite;Proof;bts;10/06/2022;199293.0;65.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.746;0.765;-4.41;0.0993;0.0112;0.0;0.0933;0.737;114.044;pop;pop bts
life goes;Proof;bts;10/06/2022;208088.0;77.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.576;0.698;-6.544;0.0369;0.00848;0.0;0.367;0.462;81.028;pop;pop bts
butter;Proof;bts;10/06/2022;164952.0;78.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.759;0.459;-5.187;0.0948;0.00323;0.0;0.0788;0.695;109.997;pop;pop bts
yet come;Proof;bts;10/06/2022;193593.0;74.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.559;0.885;-4.515;0.189;0.0432;0.0;0.333;0.683;172.029;pop;pop bts
run bts;Proof;bts;10/06/2022;204939.0;81.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.724;0.818;-3.747;0.168;0.0201;0.0;0.0358;0.696;77.004;pop;pop bts
intro persona;Proof;bts;10/06/2022;171023.0;55.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.486;0.871;-4.475;0.337;0.0278;0.0;0.313;0.659;85.411;pop;pop bts
jamais;Proof;bts;10/06/2022;227275.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.608;0.47;-6.73;0.0428;0.226;0.0;0.0963;0.241;81.0;pop;pop bts
trivia seesaw;Proof;bts;10/06/2022;246334.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.707;0.739;-6.07;0.034;0.172;0.0;0.102;0.685;106.995;pop;pop bts
bts cypher killer feat supreme boi;Proof;bts;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; bts
outro ego;Proof;bts;10/06/2022;196353.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.809;0.896;-3.463;0.0958;0.012;0.000317;0.0818;0.482;116.994;pop;pop bts
her;Proof;bts;10/06/2022;228612.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.681;0.929;-5.681;0.24;0.306;0.0;0.0605;0.447;89.931;pop;pop bts
singularity;Proof;bts;10/06/2022;196998.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.785;0.259;-9.68;0.092;0.568;0.00412;0.111;0.206;104.018;pop;pop bts
zero clock;Proof;bts;10/06/2022;250295.0;59.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.56;0.547;-6.456;0.0675;0.0806;0.0;0.11;0.199;157.962;pop;pop bts
dimple;Proof;bts;10/06/2022;196776.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.61;0.846;-4.658;0.0729;0.146;0.0;0.286;0.64;134.907;pop;pop bts
for youth;Proof;bts;10/06/2022;264480.0;69.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:31Z;pop;BIGHIT MUSIC;0.633;0.511;-5.665;0.0368;0.434;0.0;0.248;0.29;116.855;pop;pop bts
butter holiday remix;Butter (Holiday Remix);bts;03/12/2021;161894.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:11:41Z;pop;BIGHIT MUSIC;0.698;0.838;-3.553;0.0529;0.00188;0.0;0.113;0.87;110.034;pop;pop bts
universe david guetta remix;My Universe (David Guetta Remix);coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe galantis remix;My Universe (Galantis Remix);coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe acoustic version;My Universe;coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe supernova mix;My Universe;coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe;My Universe;coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe suga remix;My Universe (SUGA's Remix);coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
universe instrumental;My Universe;coldplay;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; coldplay
butter megan thee stallion remix;Butter (Megan Thee Stallion Remix);bts;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; bts
permission dance;Permission to Dance;bts;23/07/2021;187585.0;78.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:01Z;pop;BIGHIT MUSIC;0.702;0.741;-5.33;0.0427;0.00544;0.0;0.337;0.646;124.925;pop;pop bts
permission dance remix;Permission to Dance;bts;23/07/2021;216156.0;49.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:01Z;pop;BIGHIT MUSIC;0.662;0.597;-5.569;0.031;0.0726;0.0;0.103;0.351;120.021;pop;pop bts
permission dance instrumental;Permission to Dance;bts;23/07/2021;187585.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:01Z;pop;BIGHIT MUSIC;0.75;0.655;-7.137;0.0495;0.000201;0.785;0.0689;0.406;125.026;pop;pop bts
butter instrumental;Butter / Permission to Dance;bts;09/07/2021;162146.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:05Z;pop;BIGHIT MUSIC;0.429;0.387;-7.486;0.0753;0.000178;0.802;0.142;0.41;109.893;pop;pop bts
film out;BTS, THE BEST;bts;15/06/2021;216586.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.503;0.71;-6.382;0.085;0.297;0.0;0.329;0.293;81.932;pop;pop bts
dna japanese ver;BTS, THE BEST;bts;15/06/2021;223573.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.582;0.726;-4.118;0.0603;0.00349;0.0;0.0635;0.658;129.914;pop;pop bts
best japanese ver;BTS, THE BEST;bts;15/06/2021;228213.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.676;0.781;-4.29;0.0852;0.0384;0.0;0.4;0.437;121.993;pop;pop bts
lights;BTS, THE BEST;bts;15/06/2021;290960.0;55.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.607;0.636;-5.605;0.0324;0.179;0.0;0.176;0.421;98.997;pop;pop bts
japanese ver;BTS, THE BEST;bts;15/06/2021;216453.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.605;0.866;-4.224;0.101;0.0704;0.0;0.305;0.539;93.046;pop;pop bts
fake love japanese ver;BTS, THE BEST;bts;15/06/2021;242853.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.579;0.689;-5.027;0.0356;0.00401;0.0;0.302;0.433;77.473;pop;pop bts
black swan japanese ver;BTS, THE BEST;bts;15/06/2021;199306.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.714;0.732;-5.935;0.089;0.18;0.0;0.131;0.528;147.05;pop;pop bts
airplane japanese ver;BTS, THE BEST;bts;15/06/2021;219000.0;34.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.753;0.771;-5.179;0.0294;0.0371;1.68e-06;0.0824;0.916;139.992;pop;pop bts
japanese ver;BTS, THE BEST;bts;15/06/2021;236946.0;34.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.836;0.695;-4.674;0.0822;0.21;0.0;0.087;0.84;136.075;pop;pop bts
idol japanese ver;BTS, THE BEST;bts;15/06/2021;223200.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.692;0.791;-4.451;0.112;0.000376;0.0;0.128;0.401;126.027;pop;pop bts
dionysus japanese ver;BTS, THE BEST;bts;15/06/2021;249386.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.456;0.893;-3.712;0.158;0.0216;0.0;0.352;0.56;175.879;pop;pop bts
mic drop japanese ver;BTS, THE BEST;bts;15/06/2021;239226.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T14:12:08Z;pop;Universal Music LLC;0.662;0.906;-4.93;0.136;0.0142;0.0;0.116;0.621;169.997;pop;pop bts
